"card_codename","update_date","text_ruling","question","answer","nsg_rules_team_verified"
"beth_kilrain_chang","2017-04-12","","####UFAQ [Michael Boggs]
What does it mean for the Corp to “have” a certain number of credits?","This means that the player has that number of credits in their credit pool. Recurring credits and other credits hosted on cards do not count unless they say otherwise.

With Beth Kilrain-Chang installed, if the Corp has 9<span class=""icon icon-credit""></span> and a scored [Corporate Sales Team](/en/card/10037) when the Runner's turn begins, does the Runner gain 1<span class=""icon icon-credit""></span>, draw 1 card, or both?","False"
"biased_reporting","2017-07-21","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
When the Runner trashes cards during Biased Reporting, which player gains the credits?","The Runner.

Does the Corp gain credits before or after the Runner trashes cards to Biased Reporting?","False"
"big_deal","2022-10-22","","What does “You may score that card, if able.” mean?","Normally, resolving a **terminal** operation would skip all remaining paid ability windows this turn where the Corp can score an agenda. This effect provides an opportunity to score outside of a paid ability window, but the Corp still needs to meet the advancement requirement of the agenda and any other requirements in effect.","True"
"bio_ethics_association","2017-05-02","####MWL [update v1.2]
NAPD Most Wanted List - **Level 1**: Each copy of this card costs 1 universal influence, which is separate & in addition to the normal printed influence, and counts against all Identities influence limits, even those in the same faction.","","","False"
"bio_ethics_association","2017-05-02","","####UFAQ [Damon Stone]
If the only piece of ice protecting Bio-Ethics Association  is returned to hand by [Blue Sun](/en/card/06068) at the start of the Corp's turn, does the ability of the political asset still trigger?","Yes. If the Corp chooses to trigger Blue Sun before triggering the ability on Bio-Ethics Association, then when that ability resolves the ""if"" clause will be true and allow resolution.","False"
"bio_modeled_network","2017-04-11","","####UFAQ [Michael Boggs]
Can the Runner prevent all of the first instance of net damage in a turn using both [Net Shield](/en/card/01045) and Bio-Modeled Network?","Yes. The Runner can trash Bio-Modeled Network, preventing all but the first damage, then pay 1<span class=""icon icon-credit""></span> using Net Shield to prevent that damage.","False"
"biometric_spoofing","2017-05-02","","####UFAQ [Michael Boggs]
Can the Runner use Biometric Spoofing to prevent 1 damage?","Yes. Because the ability does not say ""if able"", it will resolve as much as possible when used.","False"
"bioroid_work_crew","2017-05-25","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
What does “immediately after playing an operation” on Bioroid Work Crew mean? Does the Corp trigger this ability in the next paid ability window after resolving an operation, or does it have special timing?","Treat Bioroid Work Crew as if it read “Use this ability only during the next paid ability window after playing and resolving an operation.”","False"
"bishop","2017-04-09","Bishop only moves from a piece of ice protecting a central server to
a piece of ice protecting a remote server, and vice versa. [Official FAQ]","","","False"
"bishop","2017-04-09","Bishop can be hosted on any piece of ice if it is already hosted on
another non-ice card. [Official FAQ]","","","False"
"black_level_clearance","2017-05-02","","####UFAQ [Michael Boggs]
Does the Corp gain the bonuses from Black Level Clearance if the Runner jacks out before Black Level Clearance allows the Runner to?","No. The latter part of the ability is conditional on the first part.

If the Runner jacks out with Black Level Clearance, does the Runner take a tag from [John Masanori](/en/card/04009)?","False"
"blackmail","2017-04-28","NAPD Most Wanted List - Level 3: Each copy of this card costs 3 universal influence, which is separate & in addition to the normal printed influence, and counts against all Identities influence limits, even those in the same faction. [MWL v1.2]","","","False"
"bladderwort","2022-10-22","","When does [Bladderwort](https://netrunnerdb.com/en/card/33041) check the Corp’s credits?","[Bladderwort](https://netrunnerdb.com/en/card/33041) checks the Corp’s credits when its second instruction resolves, after the Corp gains 1<span class=""icon icon-credit""></span> from its first instruction.","True"
"bladderwort","2022-10-22","","How do multiple rezzed copies of [Bladderwort](https://netrunnerdb.com/en/card/33041) interact with each other?","The Corp resolves 1 copy of the ability at a time in full before moving on to the next copy. If a chain reaction or other “when your turn begins” ability resolves in the middle of this process and causes the Corp to lose or spend credits, it is possible that a copy resolved later could do net damage even though the Corp had too many credits to meet the requirement on a previously-resolved copy.","True"
"bloo_moose","2017-07-21","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
Can the Runner trash a card with [Aesop's Pawnshop](/en/card/01047) and then remove that same card from the heap with Bloo Moose?","Yes. Both Aesop's Pawnshop and Bloo Moose meet their trigger conditions at the same time, so the Runner can choose the order in which the abilities trigger.","False"
"blood_in_the_water","2022-10-22","","What is the base trace strength for [Amani Senai](https://netrunnerdb.com/en/card/21076)’s ability if Blood in the Water is scored or stolen?","[Amani Senai](https://netrunnerdb.com/en/card/21076)’s base trace strength will be equal to the number of cards in the Runner’s grip.","True"
"blood_in_the_water","2022-10-22","","What choice does the Runner need to make with [RNG Key](https://netrunnerdb.com/en/card/21029) to gain credits or draw cards if the next card they access is [Blood in the Water](https://netrunnerdb.com/en/card/33039)?","The chosen number must be equal to the number of cards in the Runner’s grip at the time [RNG Key](https://netrunnerdb.com/en/card/21029)’s last sentence resolves during the access of [Blood in the Water](https://netrunnerdb.com/en/card/33039). This is not necessarily the same as the number of cards in the Runner’s grip when the choice is made. For example, if the Runner has 4 cards in their grip when the run is declared successful, but suffers 1 net damage from [Hokusai Grid](https://netrunnerdb.com/en/card/31059) before breaching the server, they will need to have chosen the number 3 in order to draw cards or gain credits with [RNG Key](https://netrunnerdb.com/en/card/21029).","True"
"bloom","2017-04-11","","####UFAQ [Michael Boggs]
Where does the Corp install the ice for Bloom's second subroutine?","The ice is installed in the position closer to the server than Bloom where the Runner would approach it after passing Bloom.

If the Corp uses [Wormhole](/en/card/07013) to resolve Bloom's first subroutine, where can the Corp install the ice?","False"
"boomerang","2020-03-20","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
If the ice chosen for Boomerang is derezzed or moved, can Boomerang still be used?","Yes. Boomerang can keep track of which piece of ice was chosen as long as both Boomerang and the ice remain installed.

If the ice chosen for Boomerang is uninstalled and then reinstalled, can Boomerang still be used?","False"
"botulus","2021-10-11","","What is [Botulus](/en/card/30004)’s strength?","[Botulus](/en/card/30004) is not an **icebreaker**, so it does not have a strength value. Its ability can be used to break subroutines on ice of any strength.","True"
"botulus","2021-10-11","","What happens to [Botulus](/en/card/30004) if the ice hosting it is trashed or derezzed?","If the host ice is trashed or otherwise uninstalled, any cards and counters hosted on it, including [Botulus](/en/card/30004), are trashed. If the host ice is merely derezzed, it keeps all of its hosted cards and counters, including [Botulus](/en/card/30004).","True"
"brahman","2017-05-02","","####UFAQ [Damon Stone]
If the Runner uses both Brahman and [Faerie](/en/card/02104) to break subroutines on a piece of ice, can the Runner choose to add Faerie to the top of their stack instead of trashing Faerie?","Yes. Faerie and Brahman meet their trigger condition simultaneously, so the Runner chooses the order in which their conditional abilities resolve. If the Runner chooses to resolve Brahman’s ability first, then Faerie is no longer active, so its conditional ability fails to resolve.","False"
"brain_chip","2017-04-09","If the Runner has negative agenda points, Brain Chip does not lower
his or her hand size or MU: these cannot be increased by a negative
number. [Official FAQ] [Negative agenda points can be gained from [News Team](/en/card/09009) or [Shi.Kyū](/en/card/05011).]","","","False"
"brain_rewiring","2017-05-02","","####UFAQ [Michael Boggs]
What is randomized by Brain Rewiring? Which cards are selected from the grip, or the order they are put on the bottom of the stack?","Both.","False"
"braintrust","2022-04-24","","When the Corp has a scored [Braintrust](https://netrunnerdb.com/en/card/20094) with 1 agenda counter, and forfeits it to rez [Archer](), how much does the Corp pay for rezzing [Archer](https://netrunnerdb.com/en/card/31075)?","It costs 3<span class=""icon icon-credit""></span> plus the forfeit of [Braintrust](https://netrunnerdb.com/en/card/20094). The decision of what you use to pay is made upfront and then the cost is paid simultaneously. The [Braintrust](https://netrunnerdb.com/en/card/20094) ability applies while deciding what to pay for the cost.","False"
