"codename","en_title","cn_title","stripped_title","en_text","cn_text","stripped_text","advancement_requirement","agenda_points","attribution","base_link","type_codename","subtype_codenames","cost","deck_limit","designed_by","faction_codename","influence_cost","influence_limit","is_unique","memory_cost","minimum_deck_size","pronouns","pronunciation_approx","pronunciation_ipa","side_codename","strength","trash_cost"
"allele_repression","Allele Repression","等位基因抑制","Allele Repression","Allele Repression can be advanced.
[trash]: Swap 1 card in HQ with 1 card in Archives for each advancement token on Allele Repression.","等位基因抑制能被推进。
[trash]: 等位基因抑制上每有1枚推进标记，将总部中的一张卡牌与档案库中的一张卡牌互换。","Allele Repression can be advanced. trash: Swap 1 card in HQ with 1 card in Archives for each advancement token on Allele Repression.","","","","","asset","","2","3","fantasy_flight_games","jinteki","3","","False","","","","","","corp","","2"
"alpha","Alpha","阿尔法","Alpha","Interface → <strong>1[credit]:</strong> Break 1 subroutine.
<strong>1[credit]:</strong> +1 strength.
This program can only interface with the outermost piece of ice protecting a server.","1[credit]: 破解防火墙子进程。
1[credit]: 强度+1。
阿尔法仅能对保护服务器的最外层防火墙使用。","Interface -> 1 credit: Break 1 subroutine. 1 credit: +1 strength. This program can only interface with the outermost piece of ice protecting a server.","","","","","program","[""icebreaker"", ""ai""]","7","3","fantasy_flight_games","shaper","3","","False","1","","","","","runner","1",""
"always_be_running","Always Be Running","始终运行","Always Be Running","The first [click] you spend each turn must be spent to play a <strong>run</strong> event or take the basic action to run a server.
<strong>Lose [click][click]:</strong> Break 1 subroutine. Use this ability only once per turn.","你每回合的第一个[click]必须用于进行一次潜袭或打出一个<strong>潜袭</strong>事件。
每回合一次，你能花费[click][click]，以破解当前遭遇的一层防火墙上的一个子进程。","The first click you spend each turn must be spent to play a run event or take the basic action to run a server. Lose click click: Break 1 subroutine. Use this ability only once per turn.","","","","","resource","[""directive"", ""virtual""]","0","3","fantasy_flight_games","adam","3","","True","","","","","","runner","",""
"always_have_a_backup_plan","Always Have a Backup Plan","有备无患","Always Have a Backup Plan","Run any server. When that run ends, if it was unsuccessful, you may run the attacked server again, ignoring any additional costs to run. During the second run, whenever you encounter the last piece of ice you encountered during the first run, bypass it.","潜袭任意一台服务器。当本次潜袭结束时，如果潜袭失败，你可以再次潜袭该服务器，忽略所有的额外费用。在第二次潜袭中，每当你遭遇在第一次潜袭中遭遇的最后一层防火墙时，略过之。","Run any server. When that run ends, if it was unsuccessful, you may run the attacked server again, ignoring any additional costs to run. During the second run, whenever you encounter the last piece of ice you encountered during the first run, bypass it.","","","","","event","[""run""]","2","3","null_signal_games","criminal","3","","False","","","","","","runner","",""
"amani_senai","Amani Senai","","Amani Senai","Whenever an agenda is scored or stolen, you may trace[X]. If successful, add an installed Runner card to the grip. X is the advancement requirement of the scored or stolen agenda.","","Whenever an agenda is scored or stolen, you may trace[X]. If successful, add an installed Runner card to the grip. X is the advancement requirement of the scored or stolen agenda.","","","","","asset","[""character""]","2","3","fantasy_flight_games","nbn","4","","True","","","","","","corp","","4"
"amanuensis","Amanuensis","誊写员","Amanuensis","+1[mu]
When your turn ends, place 1 power counter on this hardware if you are tagged.
Whenever you remove 1 or more tags, you may remove 1 hosted power counter to draw 2 cards.
Limit 1 <strong>console</strong> per player.","+1[mu]
当你的回合结束时，如果你被锁定，放置1枚能量指示物到本硬件上。
每当你移除1枚或更多锁定标记时，你可以移除1枚所附载的能量指示物，以抽2张卡牌。
每位玩家限制1个<strong>控制台</strong>。","+1 mu When your turn ends, place 1 power counter on this hardware if you are tagged. Whenever you remove 1 or more tags, you may remove 1 hosted power counter to draw 2 cards. Limit 1 console per player.","","","","","hardware","[""console""]","2","3","null_signal_games","anarch","3","","True","","","","","","runner","",""
"amaze_amusements","AMAZE Amusements","惊奇迷乐园","AMAZE Amusements","Persistent → Whenever a run on this server ends, if the Runner stole any agendas during that run, give the Runner 2 tags. <em>(If the Runner trashes this card while accessing it, this ability still applies for the remainder of this run.)</em>","持久 → 每当对本服务器的一次潜袭结束时，如果潜袭者在本次潜袭中窃取过议案，给予潜袭者2枚锁定标记。<em>（如果潜袭者读取本卡牌时将其销毁，本能力在本次潜袭的剩余时间内依然有效。）</em>","Persistent -> Whenever a run on this server ends, if the Runner stole any agendas during that run, give the Runner 2 tags. (If the Runner trashes this card while accessing it, this ability still applies for the remainder of this run.)","","","","","upgrade","","1","3","null_signal_games","nbn","3","","True","","","","","","corp","","3"
"amazon_industrial_zone","Amazon Industrial Zone","亚马逊工业区","Amazon Industrial Zone","Whenever you install a piece of ice protecting this server, you may immediately rez it, lowering its rez cost by 3.
Limit 1 <strong>region</strong> per server.","每当你安装一层保护本服务器的防火墙时，你可以立即激活它，其激活费用减3。
每台服务器限制1个<strong>区域</strong>。","Whenever you install a piece of ice protecting this server, you may immediately rez it, lowering its rez cost by 3. Limit 1 region per server.","","","","","upgrade","[""region""]","4","3","fantasy_flight_games","weyland_consortium","1","","False","","","","","","corp","","2"
"amelia_earhart","Amelia Earhart","爱蜜莉亚·埃尔哈特","Amelia Earhart","Whenever a run on HQ or R&D ends, if you accessed 3 or more cards during that run, place 1 power counter on this resource.
When your turn begins, you may remove 3 hosted power counters and trash this resource. If you do, the Corp loses 10[credit].","每当对总部或研发中心的一次潜袭结束时，如果你在本次潜袭中读取过3张或更多卡牌，放置1枚能量指示物到本资源上。
当你的回合开始时，你可以移除3枚所附载的能量指示物并销毁本资源。如果你如此做，公司失去10[credit]。","Whenever a run on HQ or R&D ends, if you accessed 3 or more cards during that run, place 1 power counter on this resource. When your turn begins, you may remove 3 hosted power counters and trash this resource. If you do, the Corp loses 10 credits.","","","Designed by 2021 American Continental Champion Jonas Wilson","","resource","[""virtual"", ""companion""]","0","3","null_signal_games","criminal","3","","True","","","","","","runner","",""
"amina","Amina","","Amina","Interface → <strong>2[credit]:</strong> Break up to 3 <strong>code gate</strong> subroutines.
<strong>2[credit]:</strong> +3 strength.
The first time each turn this program fully breaks a piece of ice, the Corp loses 1[credit].","","Interface -> 2 credits: Break up to 3 code gate subroutines. 2 credits: +3 strength. The first time each turn this program fully breaks a piece of ice, the Corp loses 1 credit.","","","","","program","[""icebreaker"", ""decoder""]","7","3","fantasy_flight_games","criminal","4","","False","1","","","","","runner","3",""
"amped_up","Amped Up","嗑药提神","Amped Up","Gain [click][click][click] and suffer 1 core damage. This damage cannot be prevented.","获得[click][click][click]并受到1点脑部伤害（不能被防止）。","Gain click click click and suffer 1 core damage. This damage cannot be prevented.","","","","","event","","1","3","fantasy_flight_games","anarch","3","","False","","","","","","runner","",""
"ampere_cybernetics_for_anyone","Ampère: Cybernetics For Anyone","安培: 全民的义体","Ampere: Cybernetics For Anyone","Your deck cannot include more than 1 copy of any card.
Your deck may include up to 2 different agenda cards from each Corp faction.","你的牌组中每种同名卡牌限1张。
你的牌组中可以包含来自每个公司派系的最多2张不同议案。","Your deck cannot include more than 1 copy of any card. Your deck may include up to 2 different agenda cards from each Corp faction.","","","","","corp_identity","[""corp""]","","1","null_signal_games","neutral_corp","","","False","","45","","","","corp","",""
"an_offer_you_can_t_refuse","An Offer You Can't Refuse","难拒之邀","An Offer You Can't Refuse","Choose a central server. The Runner may run that server. They cannot jack out during that run. If no run is made this way, add this operation to your score area as an agenda worth 1 agenda point.","选择一台中央服务器。潜袭者可以对该服务器发起一次潜袭，本次潜袭中他/她不能退出。否则，将难拒之邀加入你的分数区，作为一个价值1点议案分数的议案。","Choose a central server. The Runner may run that server. They cannot jack out during that run. If no run is made this way, add this operation to your score area as an agenda worth 1 agenda point.","","","","","operation","","4","3","fantasy_flight_games","jinteki","3","","False","","","","","","corp","",""
"analog_dreamers","Analog Dreamers","模拟梦想家","Analog Dreamers","<strong>[click]:</strong> Run R&D. If successful, instead of breaching R&D, you may choose 1 unrezzed non-ice card with no advancement counters on it. The Corp shuffles that card into R&D.","[click]: 对研发中心进行一次潜袭。如果成功，你可以选择一台服务器内一张未激活的并且不具有推进标记的非防火墙卡牌，代替读取卡牌。公司将该卡牌洗入研发中心。","click: Run R&D. If successful, instead of breaching R&D, you may choose 1 unrezzed non-ice card with no advancement counters on it. The Corp shuffles that card into R&D.","","","","","program","","2","3","fantasy_flight_games","shaper","3","","False","1","","","","","runner","",""
